"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2005-09","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.59851,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",59.857,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.59851,"million MMBtu"
"2005-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",54655.12299,"thousand Mcf",56.27764,"million MMBtu",6423.49282,"thousand Mcf",6.58711,"million MMBtu",9.61,"dollars per Mcf",9.3559,"dollars per million Btu",7163.44898,"thousand megawatthours",1.0292,"Btu per Mcf",47494.171,"thousand Mcf",48765.70688,"billion Btu",0,"thousand Mcf",0,"percent",61078.61581,"thousand Mcf",62.86475,"million MMBtu"
"2005-08","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.7451,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",74.517,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.7451,"million MMBtu"
"2005-08","CA","California",98,"Electric Power","NG","natural gas",0,"percent",79343.49511,"thousand Mcf",81.69669,"million MMBtu",7583.53975,"thousand Mcf",7.77383,"million MMBtu",7.86,"dollars per Mcf",7.6631,"dollars per million Btu",9949.75597,"thousand megawatthours",1.0293,"Btu per Mcf",70854.891,"thousand Mcf",72693.96448,"billion Btu",0,"thousand Mcf",0,"percent",86927.03486,"thousand Mcf",89.47051,"million MMBtu"
"2005-08","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",34.29425,"million MMBtu",0,"thousand physical units",0.12527,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1966.78271,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",34.41952,"million MMBtu"
"2005-08","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.84393,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",384.43107,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.84393,"million MMBtu"
"2005-07","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.70777,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",70.784,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.70777,"million MMBtu"
"2005-07","CA","California",98,"Electric Power","NG","natural gas",0,"percent",78671.64166,"thousand Mcf",81.03207,"million MMBtu",7552.07432,"thousand Mcf",7.74331,"million MMBtu",7.06,"dollars per Mcf",6.871,"dollars per million Btu",9680.31987,"thousand megawatthours",1.0296,"Btu per Mcf",68356.012,"thousand Mcf",70235.57438,"billion Btu",0,"thousand Mcf",0,"percent",86223.71598,"thousand Mcf",88.77538,"million MMBtu"
"2005-07","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",35.72406,"million MMBtu",0,"thousand physical units",0.08503,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2092.90051,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",35.80909,"million MMBtu"
"2005-07","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.97096,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",497.14587,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.97096,"million MMBtu"
"2005-06","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.86907,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",86.916,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.86907,"million MMBtu"
"2005-06","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",36.29507,"million MMBtu",0,"thousand physical units",0.09147,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2169.23004,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",36.38654,"million MMBtu"
"2005-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",42192.26974,"thousand Mcf",43.53614,"million MMBtu",6604.49673,"thousand Mcf",6.77746,"million MMBtu",6.49,"dollars per Mcf",6.3166,"dollars per million Btu",5422.80596,"thousand megawatthours",1.0311,"Btu per Mcf",36326.118,"thousand Mcf",37298.72591,"billion Btu",0,"thousand Mcf",0,"percent",48796.76647,"thousand Mcf",50.3136,"million MMBtu"
"2005-06","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.8368,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",583.73837,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.8368,"million MMBtu"
"2005-05","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",35.70207,"million MMBtu",0,"thousand physical units",0.09416,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2110.73855,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",35.79623,"million MMBtu"
"2005-05","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",5.51139,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",551.19419,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",5.51139,"million MMBtu"
"2005-05","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.79572,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",79.58034,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.79572,"million MMBtu"
"2005-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",40767.15558,"thousand Mcf",41.98465,"million MMBtu",6050.4115,"thousand Mcf",6.20821,"million MMBtu",6.53,"dollars per Mcf",6.3723,"dollars per million Btu",5103.92354,"thousand megawatthours",1.0294,"Btu per Mcf",36144,"thousand Mcf",37062.01422,"billion Btu",0,"thousand Mcf",0,"percent",46817.56708,"thousand Mcf",48.19287,"million MMBtu"
"2005-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",38424.2759,"thousand Mcf",39.52654,"million MMBtu",5814.30618,"thousand Mcf",5.96628,"million MMBtu",7.14,"dollars per Mcf",6.9622,"dollars per million Btu",5094.03517,"thousand megawatthours",1.0284,"Btu per Mcf",37258.688,"thousand Mcf",38221.3217,"billion Btu",0,"thousand Mcf",0,"percent",44238.58208,"thousand Mcf",45.49282,"million MMBtu"
"2005-04","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",32.46112,"million MMBtu",0,"thousand physical units",0.06386,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1874.29213,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",32.52499,"million MMBtu"
"2005-04","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.29082,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",429.12464,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.29082,"million MMBtu"
"2005-04","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.56876,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",56.882,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.56876,"million MMBtu"
"2005-03","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",32.21657,"million MMBtu",0,"thousand physical units",0.09562,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1813.68733,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",32.31218,"million MMBtu"
"2005-03","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.344,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",334.43305,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.344,"million MMBtu"
"2005-03","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.3701,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",37.014,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.3701,"million MMBtu"
"2005-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",41814.76446,"thousand Mcf",42.98331,"million MMBtu",6082.18049,"thousand Mcf",6.24113,"million MMBtu",6.83,"dollars per Mcf",6.6495,"dollars per million Btu",5558.00649,"thousand megawatthours",1.0277,"Btu per Mcf",41362.007,"thousand Mcf",42470.45868,"billion Btu",0,"thousand Mcf",0,"percent",47896.94495,"thousand Mcf",49.22444,"million MMBtu"
"2005-02","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",26.75741,"million MMBtu",0,"thousand physical units",0.064,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1438.97484,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",26.82141,"million MMBtu"
"2005-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",39720.83147,"thousand Mcf",40.83222,"million MMBtu",5545.26202,"thousand Mcf",5.69061,"million MMBtu",6.33,"dollars per Mcf",6.1617,"dollars per million Btu",5217.91291,"thousand megawatthours",1.0278,"Btu per Mcf",39287.414,"thousand Mcf",40341.35568,"billion Btu",0,"thousand Mcf",0,"percent",45266.09349,"thousand Mcf",46.52283,"million MMBtu"
"2005-02","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",1.50031,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",150.04572,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",1.50031,"million MMBtu"
"2005-02","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.12479,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",12.48,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.12479,"million MMBtu"
"2005-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",46622.61257,"thousand Mcf",47.855,"million MMBtu",6106.32876,"thousand Mcf",6.26456,"million MMBtu",6.29,"dollars per Mcf",6.1321,"dollars per million Btu",6031.90377,"thousand megawatthours",1.0264,"Btu per Mcf",45726.286,"thousand Mcf",46880.54277,"billion Btu",0,"thousand Mcf",0,"percent",52728.94133,"thousand Mcf",54.11956,"million MMBtu"
"2005-01","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",1.74684,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",174.70113,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",1.74684,"million MMBtu"
"2005-01","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.08116,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",8.117,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.08116,"million MMBtu"
"2005-01","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.15832,"million MMBtu",0,"thousand physical units",0.08802,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1676.90663,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.24634,"million MMBtu"
"2004-12","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",30.47679,"million MMBtu",0,"thousand physical units",0.06397,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1610.16446,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",30.54076,"million MMBtu"
"2004-12","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",1.17663,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",117.40461,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",1.17663,"million MMBtu"
