"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2008-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.98934,"million MMBtu",0.11391,"million MMBtu",2269.51963,"thousand megawatthours",37.10325,"million MMBtu",10845.7322420345,4.77886690146606
2008-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",90.47244,"million MMBtu",5.84675,"million MMBtu",11411.25004,"thousand megawatthours",96.31919,"million MMBtu",28155.2733118971,2.46732594704384
2008-08-01,"CA","California",98,"Electric Power","WND","wind","percent",6.38747,"million MMBtu",0,"million MMBtu",648.21038,"thousand megawatthours",6.38747,"million MMBtu",1867.1353405437,2.88044653117665
2008-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",75.99463,"million MMBtu",5.53079,"million MMBtu",9659.56454,"thousand megawatthours",81.52542,"million MMBtu",23830.8740134464,2.46707539607643
2008-07-01,"CA","California",98,"Electric Power","WND","wind","percent",6.90245,"million MMBtu",0,"million MMBtu",700.47161,"thousand megawatthours",6.90245,"million MMBtu",2017.67027185034,2.88044546423564
2008-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",37.62076,"million MMBtu",0.10418,"million MMBtu",2332.27044,"thousand megawatthours",37.72494,"million MMBtu",11027.459807074,4.72820802336883
2008-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.88439,"million MMBtu",0,"million MMBtu",89.74894,"thousand megawatthours",0.88439,"million MMBtu",258.517977199649,2.88045716416984
2008-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.13416,"million MMBtu",0.05841,"million MMBtu",2239.17511,"thousand megawatthours",36.19257,"million MMBtu",10579.529377375,4.72474409443352
2008-06-01,"CA","California",98,"Electric Power","WND","wind","percent",6.48479,"million MMBtu",0,"million MMBtu",658.0872,"thousand megawatthours",6.48479,"million MMBtu",1895.58316281789,2.88044375094651
2008-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.98937,"million MMBtu",0,"million MMBtu",100.40249,"thousand megawatthours",0.98937,"million MMBtu",289.204910844782,2.8804555628529
2008-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",58.08196,"million MMBtu",4.81744,"million MMBtu",7296.73595,"thousand megawatthours",62.8994,"million MMBtu",18386.2613270973,2.51979261043389
2008-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.74797,"million MMBtu",0,"million MMBtu",75.90559,"thousand megawatthours",0.74797,"million MMBtu",218.640748319205,2.88043012799459
2008-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.1402,"million MMBtu",0.07843,"million MMBtu",2171.90816,"thousand megawatthours",35.21863,"million MMBtu",10294.834843613,4.73999547182187
2008-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",51.7663,"million MMBtu",4.58401,"million MMBtu",6596.23893,"thousand megawatthours",56.35031,"million MMBtu",16471.8824904999,2.49716280221218
2008-05-01,"CA","California",98,"Electric Power","WND","wind","percent",6.80597,"million MMBtu",0,"million MMBtu",690.68106,"thousand megawatthours",6.80597,"million MMBtu",1989.46799181526,2.88044382137141
2008-04-01,"CA","California",98,"Electric Power","WND","wind","percent",5.30235,"million MMBtu",0,"million MMBtu",538.09103,"thousand megawatthours",5.30235,"million MMBtu",1549.94153756212,2.88044485254124
2008-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.70359,"million MMBtu",0,"million MMBtu",71.40154,"thousand megawatthours",0.70359,"million MMBtu",205.667933352821,2.88044114108492
2008-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",65.57522,"million MMBtu",5.02314,"million MMBtu",8573.30115,"thousand megawatthours",70.59836,"million MMBtu",20636.7611809412,2.4070962654731
2008-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.47155,"million MMBtu",0.06207,"million MMBtu",2010.35089,"thousand megawatthours",33.53361,"million MMBtu",9802.28295819936,4.87590649321888
2008-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.55303,"million MMBtu",0,"million MMBtu",56.12217,"thousand megawatthours",0.55303,"million MMBtu",161.657410114002,2.88045544414982
2008-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",55.84637,"million MMBtu",4.69011,"million MMBtu",7403.47782,"thousand megawatthours",60.53648,"million MMBtu",17695.5510084771,2.39016735630297
2008-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.83774,"million MMBtu",0.04704,"million MMBtu",1981.65157,"thousand megawatthours",33.88478,"million MMBtu",9904.93422975738,4.99832280291201
2008-03-01,"CA","California",98,"Electric Power","WND","wind","percent",4.43728,"million MMBtu",0,"million MMBtu",450.30239,"thousand megawatthours",4.43728,"million MMBtu",1297.07103186203,2.88044447612643
2008-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.17024,"million MMBtu",0.56004,"million MMBtu",1679.73364,"thousand megawatthours",30.73029,"million MMBtu",8982.83835135925,5.34777546716231
2008-02-01,"CA","California",98,"Electric Power","WND","wind","percent",2.58391,"million MMBtu",0,"million MMBtu",262.21938,"thousand megawatthours",2.58391,"million MMBtu",755.308389359836,2.88044457034349
2008-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.27244,"million MMBtu",0,"million MMBtu",27.64718,"thousand megawatthours",0.27244,"million MMBtu",79.6375328851213,2.88049388346737
2008-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",59.19587,"million MMBtu",4.50443,"million MMBtu",7865.90922,"thousand megawatthours",63.7003,"million MMBtu",18620.3741596025,2.36722464483292
2008-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.21121,"million MMBtu",0.0416,"million MMBtu",1787.11279,"thousand megawatthours",32.2528,"million MMBtu",9427.8865828705,5.27548492497248
2008-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",72.52495,"million MMBtu",5.15031,"million MMBtu",9523.12628,"thousand megawatthours",77.67527,"million MMBtu",22705.4282373575,2.38424101180327
2008-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.12093,"million MMBtu",0,"million MMBtu",12.27204,"thousand megawatthours",0.12093,"million MMBtu",35.3493130663549,2.88047570463874
2008-01-01,"CA","California",98,"Electric Power","WND","wind","percent",2.66883,"million MMBtu",0,"million MMBtu",270.83673,"thousand megawatthours",2.66883,"million MMBtu",780.131540485238,2.88044956267652
2007-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.75204,"million MMBtu",0.05911,"million MMBtu",1717.68293,"thousand megawatthours",31.81116,"million MMBtu",9298.78982753581,5.41356595278956
2007-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",72.51726,"million MMBtu",6.02695,"million MMBtu",9608.93687,"thousand megawatthours",78.54421,"million MMBtu",22959.4299912306,2.38938295691297
2007-12-01,"CA","California",98,"Electric Power","WND","wind","percent",2.30227,"million MMBtu",0,"million MMBtu",232.92873,"thousand megawatthours",2.30227,"million MMBtu",672.981584332067,2.88921673308426
2007-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.01561,"million MMBtu",0,"million MMBtu",1.57941,"thousand megawatthours",0.01561,"million MMBtu",4.56299327681964,2.88904925055536
2007-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.37928,"million MMBtu",0.08549,"million MMBtu",1645.30987,"thousand megawatthours",30.46477,"million MMBtu",8905.2236188249,5.41249024344873
2007-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",66.43636,"million MMBtu",5.4048,"million MMBtu",8635.76663,"thousand megawatthours",71.84116,"million MMBtu",21000.0467699503,2.43175246271683
2007-11-01,"CA","California",98,"Electric Power","WND","wind","percent",1.85772,"million MMBtu",0,"million MMBtu",187.95168,"thousand megawatthours",1.85772,"million MMBtu",543.034200526162,2.88922238165768
2007-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.19811,"million MMBtu",0,"million MMBtu",20.04385,"thousand megawatthours",0.19811,"million MMBtu",57.9099678456592,2.88916390043126
2007-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.09932,"million MMBtu",0.05173,"million MMBtu",1854.47239,"thousand megawatthours",33.15104,"million MMBtu",9690.4530838936,5.22545017987224
2007-10-01,"CA","California",98,"Electric Power","WND","wind","percent",3.44871,"million MMBtu",0,"million MMBtu",348.9179,"thousand megawatthours",3.44871,"million MMBtu",1008.09997076878,2.88921826816217
2007-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.40651,"million MMBtu",0,"million MMBtu",41.12777,"thousand megawatthours",0.40651,"million MMBtu",118.827828120433,2.88923586473161
2007-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",71.53524,"million MMBtu",5.74698,"million MMBtu",9046.46398,"thousand megawatthours",77.28222,"million MMBtu",22590.5349313066,2.49716739946679
2007-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",74.94615,"million MMBtu",5.88538,"million MMBtu",9628.8615,"thousand megawatthours",80.83153,"million MMBtu",23628.0415083309,2.45387697271696
2007-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.95028,"million MMBtu",0.08386,"million MMBtu",1982.30291,"thousand megawatthours",34.03414,"million MMBtu",9948.5939783689,5.01870522823825
2007-09-01,"CA","California",98,"Electric Power","WND","wind","percent",4.80044,"million MMBtu",0,"million MMBtu",485.67795,"thousand megawatthours",4.80044,"million MMBtu",1403.22712657118,2.88921316393132
2007-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.5666,"million MMBtu",0,"million MMBtu",57.32474,"thousand megawatthours",0.5666,"million MMBtu",165.624086524408,2.88922525465284
2007-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.63378,"million MMBtu",0,"million MMBtu",64.12211,"thousand megawatthours",0.63378,"million MMBtu",185.261619409529,2.88920029939017
2007-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",101.1435,"million MMBtu",7.01323,"million MMBtu",12301.84133,"thousand megawatthours",108.15673,"million MMBtu",31615.5305466238,2.56998360639917
2007-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.86076,"million MMBtu",0.04736,"million MMBtu",2143.68047,"thousand megawatthours",35.90812,"million MMBtu",10496.381175095,4.89642991200783
2007-08-01,"CA","California",98,"Electric Power","WND","wind","percent",5.92704,"million MMBtu",0,"million MMBtu",599.65977,"thousand megawatthours",5.92704,"million MMBtu",1732.54603916983,2.88921506135026
2007-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.75336,"million MMBtu",0,"million MMBtu",76.22002,"thousand megawatthours",0.75336,"million MMBtu",220.21631102017,2.88921875145361
2007-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",90.58948,"million MMBtu",6.56867,"million MMBtu",11048.4974,"thousand megawatthours",97.15814,"million MMBtu",28400.5086232096,2.57053132159035
2007-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.8404,"million MMBtu",0.10071,"million MMBtu",2236.8366,"thousand megawatthours",36.94111,"million MMBtu",10798.3367436422,4.82750360202538
2007-07-01,"CA","California",98,"Electric Power","WND","wind","percent",6.67097,"million MMBtu",0,"million MMBtu",674.92581,"thousand megawatthours",6.67097,"million MMBtu",1950.00584624379,2.88921510683343
2007-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",65.5132,"million MMBtu",5.96583,"million MMBtu",8204.68733,"thousand megawatthours",71.47903,"million MMBtu",20894.1917567963,2.54661645427947
2007-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.8896,"million MMBtu",0.09326,"million MMBtu",2270.96856,"thousand megawatthours",36.98286,"million MMBtu",10810.5407775504,4.76032163895322
2007-06-01,"CA","California",98,"Electric Power","WND","wind","percent",7.20107,"million MMBtu",0,"million MMBtu",728.55871,"thousand megawatthours",7.20107,"million MMBtu",2104.96053785443,2.88921195912191
2007-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.80268,"million MMBtu",0,"million MMBtu",81.21034,"thousand megawatthours",0.80268,"million MMBtu",234.63314820228,2.8892028798584
2007-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",52.23699,"million MMBtu",5.26907,"million MMBtu",6828.24387,"thousand megawatthours",57.50606,"million MMBtu",16809.7223034201,2.46179290362985
2007-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.40912,"million MMBtu",0.06738,"million MMBtu",2133.15587,"thousand megawatthours",34.4765,"million MMBtu",10077.90119848,4.72440919119519
2007-05-01,"CA","California",98,"Electric Power","WND","wind","percent",7.23807,"million MMBtu",0,"million MMBtu",732.30185,"thousand megawatthours",7.23807,"million MMBtu",2115.77608886291,2.88921308728485
2007-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.81881,"million MMBtu",0,"million MMBtu",82.84202,"thousand megawatthours",0.81881,"million MMBtu",239.348143817597,2.88921182532243
2007-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",47.26164,"million MMBtu",4.95461,"million MMBtu",6144.7489,"thousand megawatthours",52.21626,"million MMBtu",15263.4492838351,2.48398258940005
2007-04-01,"CA","California",98,"Electric Power","WND","wind","percent",6.04945,"million MMBtu",0,"million MMBtu",612.0444,"thousand megawatthours",6.04945,"million MMBtu",1768.32797427653,2.88921518484039
2007-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.52665,"million MMBtu",0,"million MMBtu",53.28332,"thousand megawatthours",0.52665,"million MMBtu",153.946214557147,2.88920087106335
2007-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.24976,"million MMBtu",0.03748,"million MMBtu",2004.23044,"thousand megawatthours",33.28724,"million MMBtu",9730.26600409237,4.85486389683432
2007-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",46.21891,"million MMBtu",5.12914,"million MMBtu",6115.53761,"thousand megawatthours",51.34806,"million MMBtu",15009.6638409822,2.45434903653257
2007-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.54824,"million MMBtu",0.05773,"million MMBtu",1890.603,"thousand megawatthours",32.60597,"million MMBtu",9531.12247880737,5.04131352738114
2007-03-01,"CA","California",98,"Electric Power","WND","wind","percent",4.37219,"million MMBtu",0,"million MMBtu",442.35015,"thousand megawatthours",4.37219,"million MMBtu",1278.04443145279,2.8892144186066
2007-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.47184,"million MMBtu",0,"million MMBtu",47.7376,"thousand megawatthours",0.47184,"million MMBtu",137.92458345513,2.88922324237352
2007-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.33616,"million MMBtu",0.04346,"million MMBtu",1649.88555,"thousand megawatthours",29.37962,"million MMBtu",8588.02104647764,5.20522229343583
2007-02-01,"CA","California",98,"Electric Power","WND","wind","percent",3.03535,"million MMBtu",0,"million MMBtu",307.09727,"thousand megawatthours",3.03535,"million MMBtu",887.269804150833,2.88921423544675
